u_id,verified_title,sha256,object_path,digest_path
U083,BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models,1925755aeb627123d1a63c66f02e5aa2432f7e92751a02bea7c8c3b6bbb6ec33,01_evidence/B-tier/U083_beir_a_heterogeneous_benchmark_for_zero_shot_evaluation_of_information_r.pdf,01_evidence/literature/validated-digests/U083_beir_a_heterogeneous_benchmark_for_zero_shot_evaluation_of_information_r_digest.md
U084,ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,46e0a2712eabf9e0b9486120356a2110f65516fa7e0d75c35e9ee3eef9ea78c0,01_evidence/B-tier/U084_colbertv2_effective_and_efficient_retrieval_via_lightweight_late_interac.pdf,01_evidence/literature/validated-digests/U084_colbertv2_effective_and_efficient_retrieval_via_lightweight_late_interac_digest.md
U085,Precise Zero-Shot Dense Retrieval without Relevance Labels (HyDE),dc0ae3c5584ed146beee122e6a9ad9c48547dde048d53e9be8435d8f1d354531,01_evidence/B-tier/U085_precise_zero_shot_dense_retrieval_without_relevance_labels_hyde.pdf,01_evidence/literature/validated-digests/U085_precise_zero_shot_dense_retrieval_without_relevance_labels_hyde_digest.md
U086,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings (BGE-M3)",eb38e53565da260dc1f3d49708f45441936447a7f3c7d7ef025ff62ea3e1e575,01_evidence/B-tier/U086_m3_embedding_multi_linguality_multi_functionality_multi_granularity_text.pdf,01_evidence/literature/validated-digests/U086_m3_embedding_multi_linguality_multi_functionality_multi_granularity_text_digest.md
U087,Query Rewriting for Retrieval-Augmented Large Language Models,483472d9ccc633fe649a87f2224a09c717fcfe052c2914c50f8abce5f34dca84,01_evidence/B-tier/U087_query_rewriting_for_retrieval_augmented_large_language_models.pdf,01_evidence/literature/validated-digests/U087_query_rewriting_for_retrieval_augmented_large_language_models_digest.md
U088,Reciprocal Rank Fusion Based Hybrid Dense–Sparse Information Retrieval (RRF Hybrid),f6f481e31beca9961600dbd96381d574bcc9716d133b78fe41b665748f4733bc,01_evidence/B-tier/U088_reciprocal_rank_fusion_based_hybrid_dense_sparse_information_retrieval_r.pdf,01_evidence/literature/validated-digests/U088_reciprocal_rank_fusion_based_hybrid_dense_sparse_information_retrieval_r_digest.md
U089,NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models,54b7f1f28a36dfeed20d7524fca57903c7af4f438c63ae5615aa0b1881c4384a,01_evidence/B-tier/U089_nv_embed_improved_techniques_for_training_llms_as_generalist_embedding_m.pdf,01_evidence/literature/validated-digests/U089_nv_embed_improved_techniques_for_training_llms_as_generalist_embedding_m_digest.md
U090,Jina-ColBERT-v2: A General-Purpose Multilingual Late Interaction Retriever,7fa81da5d8f69f68e0ead2a96cc5807cd78c0aaac8a1f19778ca27525c16ff47,01_evidence/B-tier/U090_jina_colbert_v2_a_general_purpose_multilingual_late_interaction_retrieve.pdf,01_evidence/literature/validated-digests/U090_jina_colbert_v2_a_general_purpose_multilingual_late_interaction_retrieve_digest.md
U092,From Local to Global: A GraphRAG Approach to Query-Focused Summarization,730f1a9f38d16689900969a3eeeb1b31e45eda1dcc1f37a043afa90aff76c867,01_evidence/B-tier/U092_from_local_to_global_a_graphrag_approach_to_query_focused_summarization.pdf,01_evidence/literature/validated-digests/U092_from_local_to_global_a_graphrag_approach_to_query_focused_summarization_digest.md
U093,Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG,e1041580a2fecec215b203f5232d558cd6e2802af3d4f5f04fe8bff5080460f8,01_evidence/B-tier/U093_agentic_retrieval_augmented_generation_a_survey_on_agentic_rag.pdf,01_evidence/literature/validated-digests/U093_agentic_retrieval_augmented_generation_a_survey_on_agentic_rag_digest.md
U094,Interact-RAG: Elevating Retrieval-Augmented Generation via Active Corpus Interaction,52210d244a3571b77afc952fce3f83c769ef4df68e41c83398f1bcbcf12243bd,01_evidence/B-tier/U094_interact_rag_elevating_retrieval_augmented_generation_via_active_corpus.pdf,01_evidence/literature/validated-digests/U094_interact_rag_elevating_retrieval_augmented_generation_via_active_corpus_digest.md
U095,MedGraphRAG: Graph-based Retrieval-Augmented Generation for Medical LLMs,75da7f107f4320c00066c50dbc6860c0e4919827cae482d82c217c07b148e58e,01_evidence/B-tier/U095_medgraphrag_graph_based_retrieval_augmented_generation_for_medical_llms.pdf,01_evidence/literature/validated-digests/U095_medgraphrag_graph_based_retrieval_augmented_generation_for_medical_llms_digest.md
U096,"PubMed Knowledge Graph 2.0: Connecting Papers, Patents, and Clinical Trials",3b2a4ee86f919e00e5a37bcdc5a41a854fcf6fee7ba2e20c19533c0e335d8aa0,01_evidence/B-tier/U096_pubmed_knowledge_graph_2_0_connecting_papers_patents_and_clinical_trials.pdf,01_evidence/literature/validated-digests/U096_pubmed_knowledge_graph_2_0_connecting_papers_patents_and_clinical_trials_digest.md
U097,KGEIR: Knowledge Graph-Enhanced Iterative Reasoning for Multi-Hop QA,6804b1862a5a0616ad46fee040d8a03f6eaef9d0733d69682b5d0a355a2199ff,01_evidence/B-tier/U097_kgeir_knowledge_graph_enhanced_iterative_reasoning_for_multi_hop_qa.pdf,01_evidence/literature/validated-digests/U097_kgeir_knowledge_graph_enhanced_iterative_reasoning_for_multi_hop_qa_digest.md
U099,Benchmarking LLM Faithfulness in RAG with Evolving Leaderboards (FaithJudge/HHEM),bcd00775beb4588e0b7e211c91ffe2a49298bf19b0339dd94c212bab8c3957cf,01_evidence/B-tier/U099_benchmarking_llm_faithfulness_in_rag_with_evolving_leaderboards_faithjud.pdf,01_evidence/literature/validated-digests/U099_benchmarking_llm_faithfulness_in_rag_with_evolving_leaderboards_faithjud_digest.md
U100,HalluGraph: Auditable Hallucination Detection for Legal RAG via Knowledge Graph Alignment,c14450394f85b53f3e3cdf2746f9e4f48efba7c895ab1af591607938ec066a4b,01_evidence/B-tier/U100_hallugraph_auditable_hallucination_detection_for_legal_rag_via_knowledge.pdf,01_evidence/literature/validated-digests/U100_hallugraph_auditable_hallucination_detection_for_legal_rag_via_knowledge_digest.md
U101,Typhoon: Thai Large Language Models (7B),b9161f4b088b19efaf7cb573b85c163e8361d26c78a71c7b706acbf0e47b0e0d,01_evidence/B-tier/U101_typhoon_thai_large_language_models_7b.pdf,01_evidence/literature/validated-digests/U101_typhoon_thai_large_language_models_7b_digest.md
U102,NitiBench: A Comprehensive Study of LLM Framework Capabilities for Thai Legal QA,bce607dec5791b8dec916ed010c9a2538fa4af63982ea07bab005e7ee73c8bda,01_evidence/B-tier/U102_nitibench_a_comprehensive_study_of_llm_framework_capabilities_for_thai_l.pdf,01_evidence/literature/validated-digests/U102_nitibench_a_comprehensive_study_of_llm_framework_capabilities_for_thai_l_digest.md
U103,Survey on Thai NLP Language Resources and Tools,d9de9a71ff149b9dd8cc2811da88c51b94f1cf8bdc21cd32854ce4be472d2888,01_evidence/B-tier/U103_survey_on_thai_nlp_language_resources_and_tools.pdf,01_evidence/literature/validated-digests/U103_survey_on_thai_nlp_language_resources_and_tools_digest.md
U104,Agent-Mediated Dialogic Framework for Query Expansion (AMD: Socratic+Dialogic+Reflective),74e000a9268c673c880ef1247b17499bf4db9ea80a65c6f4482e50b8afde2584,01_evidence/B-tier/U104_agent_mediated_dialogic_framework_for_query_expansion_amd_socratic_dialo.pdf,01_evidence/literature/validated-digests/U104_agent_mediated_dialogic_framework_for_query_expansion_amd_socratic_dialo_digest.md
U105,DMQR-RAG: Diverse Multi-Query Rewriting for Retrieval-Augmented Generation,952ef77f31522d3c6837a37aeb3623fb83c52c5c669fde50504c316493da7337,01_evidence/B-tier/U105_dmqr_rag_diverse_multi_query_rewriting_for_retrieval_augmented_generatio.pdf,01_evidence/literature/validated-digests/U105_dmqr_rag_diverse_multi_query_rewriting_for_retrieval_augmented_generatio_digest.md
U106,Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering,999733e5b581b0f95d40638a77b331e4cf88a4e1f794bfbbcd8c25fc4737899f,01_evidence/B-tier/U106_collab_rag_boosting_retrieval_augmented_generation_for_complex_question.pdf,01_evidence/literature/validated-digests/U106_collab_rag_boosting_retrieval_augmented_generation_for_complex_question_digest.md
U107,ROSERAG: Robust Retrieval-Augmented Generation with Small-Scale LLMs via Diverse Augmentation,029f0085a205644c224ac7287d1027e5a8f5905ad47fe5e41c5e3e2b852ae1ad,01_evidence/B-tier/U107_roserag_robust_retrieval_augmented_generation_with_small_scale_llms_via.pdf,01_evidence/literature/validated-digests/U107_roserag_robust_retrieval_augmented_generation_with_small_scale_llms_via_digest.md
U108,Qwen3 Technical Report,84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5,01_evidence/B-tier/U108_qwen3_technical_report.pdf,01_evidence/literature/validated-digests/U108_qwen3_technical_report_digest.md
U109,FinReflectKG-MultiHop: Financial QA Benchmark for Reasoning with KG Evidence,c8465346b6321cf54646d28e017ad929c5d85850dfd1c89340ae5ad9680f744f,01_evidence/B-tier/U109_finreflectkg_multihop_financial_qa_benchmark_for_reasoning_with_kg_evide.pdf,01_evidence/literature/validated-digests/U109_finreflectkg_multihop_financial_qa_benchmark_for_reasoning_with_kg_evide_digest.md
U113,CLIRudit: Cross-Lingual Information Retrieval of Scientific Documents,fa71a2e9afae5bf9434e3ff723ecddd199c0981751c0476ca8a2df9f1e6cbd77,01_evidence/B-tier/U113_clirudit_cross_lingual_information_retrieval_of_scientific_documents.pdf,01_evidence/literature/validated-digests/U113_clirudit_cross_lingual_information_retrieval_of_scientific_documents_digest.md
U117,Tree-Based Text Retrieval via Hierarchical Clustering in RAG Frameworks: Application on Taiwanese Regulations,059fc7565b86ff487669bcab4b5b002076fa8d4e2f6989fb1736520164b6115d,01_evidence/B-tier/U117_tree_based_text_retrieval_via_hierarchical_clustering_in_rag_frameworks.pdf,01_evidence/literature/validated-digests/U117_tree_based_text_retrieval_via_hierarchical_clustering_in_rag_frameworks_digest.md
U118,Graph RAG for Legal Norms: A Hierarchical and Temporal Approach,4b276d36ca3eed305cf22ac2d00ee29f2419a1d5424430d25af160c9592ff3eb,01_evidence/B-tier/U118_graph_rag_for_legal_norms_a_hierarchical_and_temporal_approach.pdf,01_evidence/literature/validated-digests/U118_graph_rag_for_legal_norms_a_hierarchical_and_temporal_approach_digest.md
U123,OpenThaiGPT 1.5: A Thai-Centric Open Source LLM,12024560d3be8dcd486e96e402dd114565a5b4d73d263148b196168c5f7f84fd,01_evidence/B-tier/U123_openthaigpt_1_5_a_thai_centric_open_source_llm.pdf,01_evidence/literature/validated-digests/U123_openthaigpt_1_5_a_thai_centric_open_source_llm_digest.md
U128,MIRACL: Multilingual Information Retrieval Across 18 Languages,f09d9a8bfd7ffdef3e178c72b8cb7589f6a59c5c98e730c6c8799515ccde1707,01_evidence/B-tier/U128_miracl_multilingual_information_retrieval_across_18_languages.pdf,01_evidence/literature/validated-digests/U128_miracl_multilingual_information_retrieval_across_18_languages_digest.md
U130,Efficiently Aligned Cross-Lingual Transfer via Prompt-Tuning (EACL 2024),30e9e24eb2025077501fe67fa930f65703cd6d35519cf8a8cc2f5753c0f5b026,01_evidence/B-tier/U130_efficiently_aligned_cross_lingual_transfer_via_prompt_tuning_eacl_2024.pdf,01_evidence/literature/validated-digests/U130_efficiently_aligned_cross_lingual_transfer_via_prompt_tuning_eacl_2024_digest.md
U131,A Hybrid LLM–KG Framework for Biomedical QA (LLaMA-3B + Neo4j),46838903990945d2b2880da5427f7ba22cbc5473eaadbba2c668aa4ad8256006,01_evidence/B-tier/U131_a_hybrid_llm_kg_framework_for_biomedical_qa_llama_3b_neo4j.pdf,01_evidence/literature/validated-digests/U131_a_hybrid_llm_kg_framework_for_biomedical_qa_llama_3b_neo4j_digest.md
U132,Judging the Judges: LLM-Generated Relevance Judgments (LLMJudge@SIGIR2024),aa2f2e996aee1463b6f9f03aed50037f7269d219915ae5bd2c1a0dbeb5664529,01_evidence/B-tier/U132_judging_the_judges_llm_generated_relevance_judgments_llmjudge_sigir2024.pdf,01_evidence/literature/validated-digests/U132_judging_the_judges_llm_generated_relevance_judgments_llmjudge_sigir2024_digest.md
U133,TREC 2024 RAG Track: Human vs LLM Support Judges,d60e93a406b54650b9e28980b70ace00cf9126c23a04f0f2de51fb35a2bf88df,01_evidence/B-tier/U133_trec_2024_rag_track_human_vs_llm_support_judges.pdf,01_evidence/literature/validated-digests/U133_trec_2024_rag_track_human_vs_llm_support_judges_digest.md
U134,FaithJudge: Benchmarking LLM Faithfulness in RAG,6df788707b91ad54b598e04262f416ed695088f9bcceab34cb624bf299e9d241,01_evidence/B-tier/U134_faithjudge_benchmarking_llm_faithfulness_in_rag.pdf,01_evidence/literature/validated-digests/U134_faithjudge_benchmarking_llm_faithfulness_in_rag_digest.md
U135,BRIDGE: Uncovering Missing Relevant Chunks (ICLR 2026),ab62e49c653c949b9dc6f895bf22232fe2ec23cc6c3caaf6b8795d55e3f0cb56,01_evidence/B-tier/U135_bridge_uncovering_missing_relevant_chunks_iclr_2026.pdf,01_evidence/literature/validated-digests/U135_bridge_uncovering_missing_relevant_chunks_iclr_2026_digest.md
U136,LegalBench-RAG: Benchmark for RAG in Legal Domain,49f456c744cac4048018588550bf5ccb68ad29b49442d7bd227f21c9398824cd,01_evidence/B-tier/U136_legalbench_rag_benchmark_for_rag_in_legal_domain.pdf,01_evidence/literature/validated-digests/U136_legalbench_rag_benchmark_for_rag_in_legal_domain_digest.md
U137,A Reasoning-Focused Legal Retrieval Benchmark (CSLAW 2025),f0137d1108edca4414adacfede42e0e32ad0a2d173844dc2769e1f170d339438,01_evidence/B-tier/U137_a_reasoning_focused_legal_retrieval_benchmark_cslaw_2025.pdf,01_evidence/literature/validated-digests/U137_a_reasoning_focused_legal_retrieval_benchmark_cslaw_2025_digest.md
U139,Soft Language Prompts for Language Transfer (EACL 2024),958032a7f60cd26042f7115eb2d18592d98c0cd01a20f83bb5ef8a3f4d7a7c78,01_evidence/B-tier/U139_soft_language_prompts_for_language_transfer_eacl_2024.pdf,01_evidence/literature/validated-digests/U139_soft_language_prompts_for_language_transfer_eacl_2024_digest.md
U140,Hybrid Batch Training for Multilingual Retrieval (MIRACL),acf5f1b6e2324cbbb5e55cdb5511dce2e6f07105feddebba35c43ad60202e20a,01_evidence/B-tier/U140_hybrid_batch_training_for_multilingual_retrieval_miracl.pdf,01_evidence/literature/validated-digests/U140_hybrid_batch_training_for_multilingual_retrieval_miracl_digest.md
U142,TREC 2023 NeuCLIR Track: Cross-Language Neural Retrieval,49aa9c8c578b09560e8bc59cf84b1575cbb531e6d4a9cb6e405d1092e6a354c7,01_evidence/B-tier/U142_trec_2023_neuclir_track_cross_language_neural_retrieval.pdf,01_evidence/literature/validated-digests/U142_trec_2023_neuclir_track_cross_language_neural_retrieval_digest.md
U143,"Beyond Keywords: Optimizing Legal Information Retrieval through Embeddings, Cross-Encoders, and Large Language Models",dcdca487711eb62d7968a9a4165c51185f9881115d18ff0c2f9047f1f8b8665d,01_evidence/B-tier/U143_beyond_keywords_optimizing_legal_information_retrieval_through_embedding.pdf,01_evidence/literature/validated-digests/U143_beyond_keywords_optimizing_legal_information_retrieval_through_embedding_digest.md
U144,Case-Aware LLM-as-a-Judge for Enterprise RAG,079b2c06a2d90c717d86e1c2127122ce9a7ac5e2b574ce26162d1155b02fc02a,01_evidence/B-tier/U144_case_aware_llm_as_a_judge_for_enterprise_rag.pdf,01_evidence/literature/validated-digests/U144_case_aware_llm_as_a_judge_for_enterprise_rag_digest.md
U146,Medical Graph RAG: Towards Safe Medical Large Language Models via Graph Retrieval-Augmented Generation,c1f7caa804e849a941fa106272f0fbc3ee0c1ba49fb5b4c45e9ca1d3f1c8a113,01_evidence/B-tier/U146_medical_graph_rag_towards_safe_medical_large_language_models_via_graph_r.pdf,01_evidence/literature/validated-digests/U146_medical_graph_rag_towards_safe_medical_large_language_models_via_graph_r_digest.md
U147,Drug Repurposing via Graph-of-Thoughts (GoT) + PrimeKG,b46fe84f7d4ed941ea6273fd4ff243057fc98a01273e1d75f33ada3988da5a8f,01_evidence/B-tier/U147_drug_repurposing_via_graph_of_thoughts_got_primekg.pdf,01_evidence/literature/validated-digests/U147_drug_repurposing_via_graph_of_thoughts_got_primekg_digest.md
U148,LLaDR: LLM-Assisted Biomedical Concept Mapping for Drug Repurposing,c8eb99d7926c9febf8e4e416202ad9d13479a2d462167aad7ace539531f58b45,01_evidence/B-tier/U148_lladr_llm_assisted_biomedical_concept_mapping_for_drug_repurposing.pdf,01_evidence/literature/validated-digests/U148_lladr_llm_assisted_biomedical_concept_mapping_for_drug_repurposing_digest.md
