u_id,verified_title,sha256,object_path,digest_path
U011,DAPFAM: A Domain-Aware Family-level Dataset to benchmark cross-domain patent retrieval,384dff3e3ac0fe6d2064572bb0322ef4b059c82fcbd703e680a3b524e7120c27,01_evidence/A-tier/U011_dapfam_a_domain_aware_family_level_dataset_to_benchmark_cross_domain_pat.pdf,01_evidence/literature/validated-digests/U011_dapfam_digest.md
U012,PatenTEB: A Comprehensive Benchmark and Model Family for Patent Text Embedding,528a290ea2e479ed72d377c0fb4d5e762feaf4c5a233dc62464dfc5c11358f85,01_evidence/A-tier/U012_patenteb_a_comprehensive_benchmark_and_model_family_for_patent_text_embe.pdf,01_evidence/literature/validated-digests/U012_patenteb_digest.md
U013,Patent Representation Learning via Self-supervision,39aacd435c9acc78a744b6e818b142e5ff76cd2ab40fedf8ac371da6891d3214,01_evidence/A-tier/U013_patent_representation_learning_via_self_supervision.pdf,01_evidence/literature/validated-digests/U013_self_supervised_patent_representation_digest.md
U014,Rethinking patent retrieval with language models: Toward scalable and efficient search,e0520c4384cf413c467ea8e62ba2113aa3cd06c4d737cc75c94c69307f1cc73e,01_evidence/A-tier/U014_rethinking_patent_retrieval_with_language_models_toward_scalable_and_eff.pdf,01_evidence/literature/validated-digests/U014_rethinking_patent_retrieval_lms_digest.md
U015,Patent Retrieval with Few-Shot Fine-Tuning and Quantized Embeddings,b557af2ad1743c17fe867108d2460f0158167637967be5c30b9dfdd9a480f19e,01_evidence/A-tier/U015_patent_retrieval_with_few_shot_fine_tuning_and_quantized_embeddings.pdf,01_evidence/literature/validated-digests/U015_patent_retrieval_few_shot_finetuning_digest.md
U017,Needle in a haystack: Harnessing AI in drug patent searches and prediction,23afd72319f09b3b25f39ad58ad18f6f3a4fc54c3d68da44539cdf72d40e7028,01_evidence/A-tier/U017_needle_in_a_haystack_harnessing_ai_in_drug_patent_searches_and_predictio.pdf,01_evidence/literature/validated-digests/U017_needle_haystack_drug_patent_digest.md
U018,Enhancing Patent Retrieval using Text and Knowledge Graph Embeddings: A Technical Note,4b1023ef0c1e63256232782d5d72aa189133fd510bf282d21680ebfeb730b9cb,01_evidence/A-tier/U018_enhancing_patent_retrieval_using_text_and_knowledge_graph_embeddings_a_t.pdf,01_evidence/literature/validated-digests/U018_patent_retrieval_text_kg_embeddings_digest.md
U019,PatentBERT: Patent Classification by Fine-Tuning BERT Language Model,12a08f0d9b1eb72a13d53bf6fa367e89dee8e55026e2269d3404095e87fde996,01_evidence/A-tier/U019_patentbert_patent_classification_by_fine_tuning_bert_language_model.pdf,01_evidence/literature/validated-digests/U019_patentbert_classification_digest.md
U021,PatCID: an open-access dataset of chemical structures in patent documents,4e90f27e6d8b72449c3a96b219ddf5efd743db5f0879c25907f379648ddbe5a7,01_evidence/A-tier/U021_patcid_an_open_access_dataset_of_chemical_structures_in_patent_documents.pdf,01_evidence/literature/validated-digests/U021_patcid_chemical_structure_database_digest.md
U022,Enhancing patent retrieval using automated patent summarization,c309ccb34e8c36b529c40b702a622900ef2042f1a6e092e33b1defad8adb2ddb,01_evidence/A-tier/U022_enhancing_patent_retrieval_using_automated_patent_summarization.pdf,01_evidence/literature/validated-digests/U022_patent_retrieval_summarization_digest.md
U023,LLM-powered Real-time Patent Citation Recommendation for Financial Technologies,16fb7f9b2d7b8601931847b3d7683c4e4ab9f354d563014586e99b9eb933d768,01_evidence/A-tier/U023_llm_powered_real_time_patent_citation_recommendation_for_financial_techn.pdf,01_evidence/literature/validated-digests/U023_llm_patent_citation_recommendation_digest.md
U024,EvoPat: A Multi-LLM-Based Patents Summarization and Analysis Agent,2594f2d877a4b65e08c6e2eb10612094ecff83a51a63696bc50a7e91b556c736,01_evidence/A-tier/U024_evopat_a_multi_llm_based_patents_summarization_and_analysis_agent.pdf,01_evidence/literature/validated-digests/U024_evopat_multi_llm_patent_summarization_digest.md
U025,Deep learning for patent landscaping using transformer and graph embedding,7788735721a8d0516cbbfc46d59d5236e484e57e001511497db09b241e7ad540,01_evidence/A-tier/U025_deep_learning_for_patent_landscaping_using_transformer_and_graph_embeddi.pdf,01_evidence/literature/validated-digests/U025_patent_landscaping_transformer_graph_digest.md
U033,A survey on automated and AI-based tools for patent retrieval with a special focus on the life sciences domain,ee11448b455dc4fdac09e95d6f476472ef8ad067318715164e5e40e3d620aead,01_evidence/A-tier/U033_a_survey_on_automated_and_ai_based_tools_for_patent_retrieval_with_a_spe.pdf,01_evidence/literature/validated-digests/U033_survey_automated_ai_patent_retrieval_digest.md
U034,A Survey on Patent Analysis: From NLP to Multimodal AI,94b2ef789464ff2c35599f0cc8399d4710dc8697317fc068723f9841f1676f17,01_evidence/A-tier/U034_a_survey_on_patent_analysis_from_nlp_to_multimodal_ai.pdf,01_evidence/literature/validated-digests/U034_survey_patent_analysis_nlp_multimodal_digest.md
U035,BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models,682da185b92b4d04f906de2a59f4b5152c1a1f15433cc7da812d1f522756c1bc,01_evidence/A-tier/U035_beir_a_heterogeneous_benchmark_for_zero_shot_evaluation_of_information_r.pdf,01_evidence/literature/validated-digests/U035_beir_heterogeneous_benchmark_digest.md
U037,ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,62d6558f515ef6a62dfb3047f8d79262613c7f13503cdf74d048804e17a6de93,01_evidence/A-tier/U037_colbertv2_effective_and_efficient_retrieval_via_lightweight_late_interac.pdf,01_evidence/literature/validated-digests/U037_colbertv2_late_interaction_digest.md
U038,H-ProtoRAG: A hierarchical prototype-based retrieval-augmented framework for multilingual CPC patent classification and prior-art retrieval,ab0a43419308ca9b3b4400888c56daaa81b3c5b9e459af35da20bb10edb434f2,01_evidence/A-tier/U038_h_protorag_a_hierarchical_prototype_based_retrieval_augmented_framework.pdf,01_evidence/literature/validated-digests/U038_h_protorag_hierarchical_prototype_digest.md
U044,ChatGPT vs. Google Gemini: Assessing AI Frontiers for Patent Prior Art Search Using European Search Reports,aae47b8271fe2b0660f8a3621393333c13b05851f15e959e000c58839b9e7ab2,01_evidence/A-tier/U044_chatgpt_vs_google_gemini_assessing_ai_frontiers_for_patent_prior_art_sea.pdf,01_evidence/literature/validated-digests/U044_chatgpt_vs_google_gemini_assessing_ai_frontiers_for_patent_prior_art_sea_digest.md
U045,Intermediate Domain Alignment for Patent-Product Image Retrieval (IDAMA),90dc3724e0dac7a5b645eae0a52151ad50897db53343f7a48c1645b6a32a5d1b,01_evidence/A-tier/U045_intermediate_domain_alignment_for_patent_product_image_retrieval_idama.pdf,01_evidence/literature/validated-digests/U045_intermediate_domain_alignment_for_patent_product_image_retrieval_idama_digest.md
U046,Large Language Model Informed Patent Image Retrieval (Multimodal Distribution-Aware),b405a9444717795e2791767f438f56d938a3bd98ddaf3e593ea37a5f01e11cab,01_evidence/A-tier/U046_large_language_model_informed_patent_image_retrieval_multimodal_distribu.pdf,01_evidence/literature/validated-digests/U046_large_language_model_informed_patent_image_retrieval_multimodal_distribu_digest.md
U047,Prior Art Retrieval using Patent Sections (CLEF-IP 2010 – Dhondt et al.),41c973d35288702ee572061d7d35bfbd55e5267fa76ab03c7bf7790be81c9d9d,01_evidence/A-tier/U047_prior_art_retrieval_using_patent_sections_clef_ip_2010_dhondt_et_al.pdf,01_evidence/literature/validated-digests/U047_prior_art_retrieval_using_patent_sections_clef_ip_2010_dhondt_et_al_digest.md
U048,Hierarchical Multi-Positive Contrastive Learning for Patent Image Retrieval (DeepPatent2),1248bb844e415db2dfb029ec429218606183427460f0acef864313a090c3017c,01_evidence/A-tier/U048_hierarchical_multi_positive_contrastive_learning_for_patent_image_retrie.pdf,01_evidence/literature/validated-digests/U048_hierarchical_multi_positive_contrastive_learning_for_patent_image_retrie_digest.md
U049,Citation-Driven Multi-View Training for Patent Embeddings: QaECTER and Sophia-Bench,b9a6db6b10c10439cc5f5119f3e6c0e8a44f41c250d6e9125ccd3f6c00c472c3,01_evidence/A-tier/U049_citation_driven_multi_view_training_for_patent_embeddings_qaecter_and_so.pdf,01_evidence/literature/validated-digests/U049_citation_driven_multi_view_training_for_patent_embeddings_qaecter_and_so_digest.md
U050,Patent Language Model Pretraining with ModernBERT,9e0b48fff3b045e80795ba00d2cb3ee64c383c53348e523bbd9d1b0b2d85a677,01_evidence/A-tier/U050_patent_language_model_pretraining_with_modernbert.pdf,01_evidence/literature/validated-digests/U050_patent_language_model_pretraining_with_modernbert_digest.md
U051,Towards efficient patent analysis: A large language model and BERT-refined methodology for keyphrase extraction,e669433386ebff350d54575f710889cb090f5077a406c623bff98d0b8e23b56d,01_evidence/A-tier/U051_towards_efficient_patent_analysis_a_large_language_model_and_bert_refine.pdf,01_evidence/literature/validated-digests/U051_towards_efficient_patent_analysis_a_large_language_model_and_bert_refine_digest.md
U053,"Intelligent Chinese patent medicine (CPM) recommendation framework: Integrating large language models, retrieval-augmented generation, and the largest CPM dataset",a35442c3b311139c4bd1ece09792336fcaefb7eb7b5a18de494e89c85a75b299,01_evidence/A-tier/U053_intelligent_chinese_patent_medicine_cpm_recommendation_framework_integra.pdf,01_evidence/literature/validated-digests/U053_intelligent_chinese_patent_medicine_cpm_recommendation_framework_integra_digest.md
U054,Research on the Global Patent Trend of Artificial Intelligence Medical Device,9080ed18d345d167e99004dc20123932658dbf4a493ccfacc41a0e17ddfe8ed2,01_evidence/A-tier/U054_research_on_the_global_patent_trend_of_artificial_intelligence_medical_d.pdf,01_evidence/literature/validated-digests/U054_research_on_the_global_patent_trend_of_artificial_intelligence_medical_d_digest.md
U056,An automatic patent literature retrieval system based on LLM-RAG,1343ea48ad7ad8af9f63083701376d1c16aa4c058d261a6e52dc5b9f3455695f,01_evidence/A-tier/U056_an_automatic_patent_literature_retrieval_system_based_on_llm_rag.pdf,01_evidence/literature/validated-digests/U056_an_automatic_patent_literature_retrieval_system_based_on_llm_rag_digest.md
U057,PAI-NET: Retrieval Augmented Generation Patent Network using Prior Art Information,0187f3cc3d5288c16a3b1a741202094646a734ff98e4d4dbe3eb4c49253f1282,01_evidence/A-tier/U057_pai_net_retrieval_augmented_generation_patent_network_using_prior_art_in.pdf,01_evidence/literature/validated-digests/U057_pai_net_retrieval_augmented_generation_patent_network_using_prior_art_in_digest.md
U058,GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,ab3a5139bac83f192ad67529368d77b84b0d807e95a8e4fd0daa8d45fd046bec,01_evidence/A-tier/U058_gepa_reflective_prompt_evolution_can_outperform_reinforcement_learning.pdf,01_evidence/literature/validated-digests/U058_gepa_reflective_prompt_evolution_can_outperform_reinforcement_learning_digest.md
U066,TextGrad automatic differentiation via text,9cbfd5c78ad69e2a8363e76d6774f3e6b5e68f46b409d8b560e98276a985b428,01_evidence/A-tier/U066_textgrad_automatic_differentiation_via_text.pdf,01_evidence/literature/validated-digests/U066_textgrad_automatic_differentiation_via_text_digest.md
U067,Prompt Optimization is a Coin Flip,726bf5b639910e69991fe4d9ded654cca700ebbe40f79d37b10eed71ee6a3638,01_evidence/A-tier/U067_prompt_optimization_is_a_coin_flip.pdf,01_evidence/literature/validated-digests/U067_prompt_optimization_is_a_coin_flip_digest.md
U068,RAPO Retrieval-Augmented Prompt Optimization,2c1012c9aa8414a92ac0bbfff8c8b53dd6f19d89654e0e32cdc344919456b095,01_evidence/A-tier/U068_rapo_retrieval_augmented_prompt_optimization.pdf,01_evidence/literature/validated-digests/U068_rapo_retrieval_augmented_prompt_optimization_digest.md
U069,A novel re-ranking architecture for patent search,5f627c6cf8423df37ad306c1c0de4ec4790a1a9fbf073f019c1adbaa3205ef97,01_evidence/A-tier/U069_a_novel_re_ranking_architecture_for_patent_search.pdf,01_evidence/literature/validated-digests/U069_a_novel_re_ranking_architecture_for_patent_search_digest.md
U076,CAPO: Cost-Aware Prompt Optimization,b124700f3361363d403810179a3723cc1c5c821eb588dbfc2cadcc04bad3ee43,01_evidence/A-tier/U076_capo_cost_aware_prompt_optimization.pdf,01_evidence/literature/validated-digests/U076_capo_cost_aware_prompt_optimization_digest.md
U077,Is It Novel and Why? Fine-Grained Patent Novelty Prediction Based on Passage Retrieval,6779b63130422fd24eec0ee11f67bcf1ac17af3441a0fbdef530110bddb901a9,01_evidence/A-tier/U077_is_it_novel_and_why_fine_grained_patent_novelty_prediction_based_on_pass.pdf,01_evidence/literature/validated-digests/U077_is_it_novel_and_why_fine_grained_patent_novelty_prediction_based_on_pass_digest.md
U078,"Benchmarking Patent Embeddings: A Multi-Task Evaluation of 22 Models Across Retrieval, Classification, and Clustering",56c79ca3d9a04caef120a409c9bdf2f644dbe3170e824fd01f51ec6449ff9205,01_evidence/A-tier/U078_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro.pdf,01_evidence/literature/validated-digests/U078_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro_digest.md
U080,AIPO: Automatic Instruction Prompt Optimization by Model Itself with Gradient Ascent,f2effc69f23b6f80bbd48f377ab8a120204fc2a6748a6238585ff17c0e6174d8,01_evidence/A-tier/U080_aipo_automatic_instruction_prompt_optimization_by_model_itself_with_grad.pdf,01_evidence/literature/validated-digests/U080_aipo_automatic_instruction_prompt_optimization_by_model_itself_with_grad_digest.md
U082,SkillOpt: Executive Strategy for Self-Evolving Agent Skills,87f7f0f323b1671e9202b3ebb1596e909e507c71ecd1b360b0075a5ee1727fe3,01_evidence/A-tier/U082_skillopt_executive_strategy_for_self_evolving_agent_skills.pdf,01_evidence/literature/validated-digests/U082_skillopt_executive_strategy_for_self_evolving_agent_skills_digest.md
U119,Optimizing Instructions and Demonstrations for Multi-Stage Language Model Programs,f00093af256c7b3e5168c2e98fbb8c4847232a8838c91baad4540cb4f19c91f7,01_evidence/A-tier/U119_optimizing_instructions_and_demonstrations_for_multi_stage_language_mode.pdf,01_evidence/literature/validated-digests/U119_optimizing_instructions_and_demonstrations_for_multi_stage_language_mode_digest.md
U149,"Benchmarking Patent Embeddings: A Multi-Task Evaluation of 22 Models Across Retrieval, Classification, and Clustering",07aefa5f1673e1825b696df49ff2d5c0b79c02fe579f131a850f6baf8d0458d9,01_evidence/A-tier/U149_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro.pdf,01_evidence/literature/validated-digests/U149_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro_digest.md
U151,SkillOpt-Lite: Better and Faster Agent Self-Evolution via One Line of Vibe,4e7d36b233673a3793b95e7834e588acf19bcea3b292c7168781a95df792797d,01_evidence/A-tier/U151_skillopt_lite_better_and_faster_agent_self_evolution_via_one_line_of_vib.pdf,01_evidence/literature/validated-digests/U151_skillopt_lite_better_and_faster_agent_self_evolution_via_one_line_of_vib_digest.md
U152,Marginal Advantage Accumulation for Memory-Driven Agent Self-Evolution,a77d17230e6e1b29be82a61667dad4ed57fe3224f514aeb48141d71d1e0d14c0,01_evidence/A-tier/U152_marginal_advantage_accumulation_for_memory_driven_agent_self_evolution.pdf,01_evidence/literature/validated-digests/U152_marginal_advantage_accumulation_for_memory_driven_agent_self_evolution_digest.md
U153,SkillGrad: Optimizing Agent Skills Like Gradient Descent,ac08480ae67c537dcfdc7ddb9dd1938adde2330943c09b3682a8f8e7383b1cfe,01_evidence/A-tier/U153_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,01_evidence/literature/validated-digests/U153_skillgrad_optimizing_agent_skills_like_gradient_descent_digest.md
